Member_number,Date,itemDescription,Day,Day_Name,Month,Is_Weekend
1094,2015-01-07,root vegetables,Wednesday,Wednesday,January,False
4743,2015-01-24,UHT-milk,Saturday,Saturday,January,True
3543,2015-06-02,shopping bags,Tuesday,Tuesday,June,False
4914,2015-03-14,pastry,Saturday,Saturday,March,True
2004,2015-08-21,mustard,Friday,Friday,August,False
4171,2015-06-03,butter milk,Wednesday,Wednesday,June,False
3041,2015-09-15,frozen vegetables,Tuesday,Tuesday,September,False
1324,2015-07-10,rolls/buns,Friday,Friday,July,False
1524,2015-08-06,waffles,Thursday,Thursday,August,False
4260,2015-05-30,rolls/buns,Saturday,Saturday,May,True
1494,2015-09-29,bottled beer,Tuesday,Tuesday,September,False
2521,2015-03-03,roll products ,Tuesday,Tuesday,March,False
2225,2015-04-28,yogurt,Tuesday,Tuesday,April,False
3486,2015-12-23,spread cheese,Wednesday,Wednesday,December,False
1422,2015-02-28,whole milk,Saturday,Saturday,February,True
3082,2015-02-20,whole milk,Friday,Friday,February,False
1114,2015-03-12,shopping bags,Thursday,Thursday,March,False
1939,2015-10-30,newspapers,Friday,Friday,October,False
1361,2015-09-08,mustard,Tuesday,Tuesday,September,False
3915,2015-03-05,brown bread,Thursday,Thursday,March,False
3579,2015-12-30,oil,Wednesday,Wednesday,December,False
2051,2015-04-20,other vegetables,Monday,Monday,April,False
2113,2015-09-07,margarine,Monday,Monday,September,False
1909,2015-08-31,yogurt,Monday,Monday,August,False
2328,2015-02-22,brown bread,Sunday,Sunday,February,True
2948,2015-06-19,bottled water,Friday,Friday,June,False
3504,2015-05-20,processed cheese,Wednesday,Wednesday,May,False
2142,2015-05-19,specialty bar,Tuesday,Tuesday,May,False
4411,2015-04-17,soda,Friday,Friday,April,False
1993,2015-07-08,pet care,Wednesday,Wednesday,July,False
4579,2015-01-09,cream cheese ,Friday,Friday,January,False
1177,2015-10-14,dessert,Wednesday,Wednesday,October,False
4427,2015-01-14,spread cheese,Wednesday,Wednesday,January,False
2883,2015-10-12,newspapers,Monday,Monday,October,False
1242,2015-12-04,bottled water,Friday,Friday,December,False
3409,2015-12-11,canned beer,Friday,Friday,December,False
1307,2015-06-22,pastry,Monday,Monday,June,False
3507,2015-11-10,soda,Tuesday,Tuesday,November,False
2606,2015-01-26,liquor,Monday,Monday,January,False
3048,2015-06-06,butter,Saturday,Saturday,June,True
3072,2015-01-26,salad dressing,Monday,Monday,January,False
3656,2015-03-11,other vegetables,Wednesday,Wednesday,March,False
4417,2015-05-18,pip fruit,Monday,Monday,May,False
3296,2015-06-06,yogurt,Saturday,Saturday,June,True
1323,2015-04-30,bottled beer,Thursday,Thursday,April,False
1754,2015-09-17,other vegetables,Thursday,Thursday,September,False
3872,2015-11-03,yogurt,Tuesday,Tuesday,November,False
3691,2015-02-05,baking powder,Thursday,Thursday,February,False
1218,2015-12-29,candles,Tuesday,Tuesday,December,False
1381,2015-03-23,chocolate,Monday,Monday,March,False
4550,2015-03-02,dog food,Monday,Monday,March,False
1377,2015-02-06,mayonnaise,Friday,Friday,February,False
4388,2015-02-19,red/blush wine,Thursday,Thursday,February,False
2157,2015-07-14,candy,Tuesday,Tuesday,July,False
3321,2015-12-25,fruit/vegetable juice,Friday,Friday,December,False
3205,2015-12-11,frozen vegetables,Friday,Friday,December,False
4444,2015-07-22,onions,Wednesday,Wednesday,July,False
2348,2015-11-01,pastry,Sunday,Sunday,November,True
4275,2015-08-18,pot plants,Tuesday,Tuesday,August,False
3664,2015-05-04,soda,Monday,Monday,May,False
1627,2015-02-11,canned beer,Wednesday,Wednesday,February,False
1641,2015-05-27,white bread,Wednesday,Wednesday,May,False
1461,2015-12-21,candy,Monday,Monday,December,False
4266,2015-06-17,bottled beer,Wednesday,Wednesday,June,False
2754,2015-05-02,curd,Saturday,Saturday,May,True
3117,2015-09-30,yogurt,Wednesday,Wednesday,September,False
1654,2015-04-29,frozen vegetables,Wednesday,Wednesday,April,False
1154,2015-05-17,canned beer,Sunday,Sunday,May,True
1333,2015-09-22,other vegetables,Tuesday,Tuesday,September,False
2188,2015-07-28,dishes,Tuesday,Tuesday,July,False
4679,2015-05-16,potato products,Saturday,Saturday,May,True
2495,2015-07-28,bottled beer,Tuesday,Tuesday,July,False
4117,2015-12-10,shopping bags,Thursday,Thursday,December,False
4035,2015-01-12,spices,Monday,Monday,January,False
1500,2015-01-06,canned fish,Tuesday,Tuesday,January,False
4357,2015-04-13,pip fruit,Monday,Monday,April,False
1199,2015-11-21,popcorn,Saturday,Saturday,November,True
4467,2015-11-22,candy,Sunday,Sunday,November,True
4220,2015-11-21,other vegetables,Saturday,Saturday,November,True
4376,2015-07-16,red/blush wine,Thursday,Thursday,July,False
4190,2015-12-24,margarine,Thursday,Thursday,December,False
4501,2015-06-15,soda,Monday,Monday,June,False
1454,2015-10-22,flour,Thursday,Thursday,October,False
3922,2015-04-01,whole milk,Wednesday,Wednesday,April,False
3586,2015-05-02,bottled water,Saturday,Saturday,May,True
2139,2015-04-16,frozen vegetables,Thursday,Thursday,April,False
2475,2015-11-10,butter milk,Tuesday,Tuesday,November,False
3419,2015-12-05,rolls/buns,Saturday,Saturday,December,True
2518,2015-07-03,curd,Friday,Friday,July,False
1690,2015-03-03,pastry,Tuesday,Tuesday,March,False
1281,2015-06-02,frozen vegetables,Tuesday,Tuesday,June,False
2176,2015-02-04,whipped/sour cream,Wednesday,Wednesday,February,False
2787,2015-03-13,frozen meals,Friday,Friday,March,False
3460,2015-02-14,salt,Saturday,Saturday,February,True
3224,2015-01-19,pastry,Monday,Monday,January,False
1540,2015-11-26,fruit/vegetable juice,Thursday,Thursday,November,False
3942,2015-04-04,soups,Saturday,Saturday,April,True
2939,2015-08-03,canned vegetables,Monday,Monday,August,False
3807,2015-10-26,canned beer,Monday,Monday,October,False
3380,2015-05-16,red/blush wine,Saturday,Saturday,May,True
1785,2015-06-07,curd,Sunday,Sunday,June,True
2625,2015-03-06,curd,Friday,Friday,March,False
1828,2015-03-24,soda,Tuesday,Tuesday,March,False
4225,2015-05-08,brown bread,Friday,Friday,May,False
1646,2015-08-28,whole milk,Friday,Friday,August,False
1412,2015-11-16,butter,Monday,Monday,November,False
1892,2015-04-24,canned beer,Friday,Friday,April,False
2535,2015-11-10,root vegetables,Tuesday,Tuesday,November,False
4107,2015-11-15,sweet spreads,Sunday,Sunday,November,True
1452,2015-03-29,curd,Sunday,Sunday,March,True
4853,2015-09-17,frozen vegetables,Thursday,Thursday,September,False
2196,2015-08-23,bottled water,Sunday,Sunday,August,True
1026,2015-05-28,canned beer,Thursday,Thursday,May,False
3879,2015-12-03,rolls/buns,Thursday,Thursday,December,False
4967,2015-09-23,napkins,Wednesday,Wednesday,September,False
3408,2015-11-05,root vegetables,Thursday,Thursday,November,False
3732,2015-01-26,other vegetables,Monday,Monday,January,False
1040,2015-11-26,packaged fruit/vegetables,Thursday,Thursday,November,False
2612,2015-05-31,red/blush wine,Sunday,Sunday,May,True
1137,2015-09-26,sugar,Saturday,Saturday,September,True
4223,2015-06-15,pastry,Monday,Monday,June,False
3832,2015-07-17,canned fish,Friday,Friday,July,False
2179,2015-04-16,cream cheese ,Thursday,Thursday,April,False
2604,2015-02-12,mayonnaise,Thursday,Thursday,February,False
2238,2015-03-20,pip fruit,Friday,Friday,March,False
2589,2015-02-12,rolls/buns,Thursday,Thursday,February,False
2402,2015-09-06,pastry,Sunday,Sunday,September,True
4130,2015-11-06,condensed milk,Friday,Friday,November,False
4841,2015-12-17,rolls/buns,Thursday,Thursday,December,False
1734,2015-06-08,rolls/buns,Monday,Monday,June,False
3748,2015-03-27,citrus fruit,Friday,Friday,March,False
1021,2015-10-22,tropical fruit,Thursday,Thursday,October,False
1104,2015-01-04,herbs,Sunday,Sunday,January,True
2613,2015-01-09,whipped/sour cream,Friday,Friday,January,False
2022,2015-07-22,other vegetables,Wednesday,Wednesday,July,False
2242,2015-06-05,frozen vegetables,Friday,Friday,June,False
4352,2015-07-20,dessert,Monday,Monday,July,False
1945,2015-02-05,other vegetables,Thursday,Thursday,February,False
1427,2015-11-26,pip fruit,Thursday,Thursday,November,False
3709,2015-09-08,canned vegetables,Tuesday,Tuesday,September,False
4691,2015-01-08,rolls/buns,Thursday,Thursday,January,False
1465,2015-06-26,shopping bags,Friday,Friday,June,False
2867,2015-07-16,canned beer,Thursday,Thursday,July,False
2381,2015-05-17,white wine,Sunday,Sunday,May,True
2471,2015-08-13,pork,Thursday,Thursday,August,False
3252,2015-08-22,rolls/buns,Saturday,Saturday,August,True
4077,2015-03-18,pastry,Wednesday,Wednesday,March,False
2359,2015-04-21,rolls/buns,Tuesday,Tuesday,April,False
4430,2015-12-02,curd,Wednesday,Wednesday,December,False
3456,2015-09-10,soda,Thursday,Thursday,September,False
2563,2015-06-03,whole milk,Wednesday,Wednesday,June,False
2386,2015-10-04,Instant food products,Sunday,Sunday,October,True
4909,2015-10-26,bottled water,Monday,Monday,October,False
1014,2015-10-03,yogurt,Saturday,Saturday,October,True
1389,2015-02-18,rolls/buns,Wednesday,Wednesday,February,False
4800,2015-12-24,seasonal products,Thursday,Thursday,December,False
1069,2015-08-20,dishes,Thursday,Thursday,August,False
1833,2015-07-12,coffee,Sunday,Sunday,July,True
4028,2015-07-08,pastry,Wednesday,Wednesday,July,False
3919,2015-02-09,long life bakery product,Monday,Monday,February,False
3086,2015-01-02,whole milk,Friday,Friday,January,False
2708,2015-02-17,artif. sweetener,Tuesday,Tuesday,February,False
3513,2015-08-29,coffee,Saturday,Saturday,August,True
3774,2015-09-16,salty snack,Wednesday,Wednesday,September,False
4827,2015-01-27,pickled vegetables,Tuesday,Tuesday,January,False
4213,2015-08-23,whole milk,Sunday,Sunday,August,True
1489,2015-06-23,dessert,Tuesday,Tuesday,June,False
2005,2015-09-22,dessert,Tuesday,Tuesday,September,False
2429,2015-06-29,shopping bags,Monday,Monday,June,False
2721,2015-08-10,yogurt,Monday,Monday,August,False
3909,2015-02-09,specialty bar,Monday,Monday,February,False
4808,2015-08-20,domestic eggs,Thursday,Thursday,August,False
4024,2015-10-16,other vegetables,Friday,Friday,October,False
2855,2015-02-03,rice,Tuesday,Tuesday,February,False
4881,2015-07-28,shopping bags,Tuesday,Tuesday,July,False
1214,2015-01-10,pip fruit,Saturday,Saturday,January,True
1608,2015-11-10,snack products,Tuesday,Tuesday,November,False
1724,2015-09-09,berries,Wednesday,Wednesday,September,False
1911,2015-06-02,shopping bags,Tuesday,Tuesday,June,False
3881,2015-04-02,domestic eggs,Thursday,Thursday,April,False
1780,2015-08-27,oil,Thursday,Thursday,August,False
4675,2015-09-14,fruit/vegetable juice,Monday,Monday,September,False
3497,2015-09-24,whipped/sour cream,Thursday,Thursday,September,False
1000,2015-03-15,yogurt,Sunday,Sunday,March,True
3955,2015-08-28,whole milk,Friday,Friday,August,False
4232,2015-12-19,canned beer,Saturday,Saturday,December,True
3472,2015-02-28,specialty chocolate,Saturday,Saturday,February,True
3778,2015-10-01,coffee,Thursday,Thursday,October,False
2666,2015-04-06,UHT-milk,Monday,Monday,April,False
3518,2015-05-18,dessert,Monday,Monday,May,False
4525,2015-09-28,light bulbs,Monday,Monday,September,False
2975,2015-01-28,other vegetables,Wednesday,Wednesday,January,False
1339,2015-11-28,frozen vegetables,Saturday,Saturday,November,True
2001,2015-01-28,spices,Wednesday,Wednesday,January,False
2091,2015-10-19,dish cleaner,Monday,Monday,October,False
2453,2015-08-28,domestic eggs,Friday,Friday,August,False
4681,2015-02-28,spices,Saturday,Saturday,February,True
2618,2015-09-14,berries,Monday,Monday,September,False
3389,2015-01-26,newspapers,Monday,Monday,January,False
3044,2015-09-29,potato products,Tuesday,Tuesday,September,False
3039,2015-09-02,whole milk,Wednesday,Wednesday,September,False
4563,2015-05-14,pastry,Thursday,Thursday,May,False
2683,2015-08-11,flower (seeds),Tuesday,Tuesday,August,False
4063,2015-11-12,bottled water,Thursday,Thursday,November,False
3014,2015-10-19,pastry,Monday,Monday,October,False
4356,2015-12-01,napkins,Tuesday,Tuesday,December,False
3050,2015-05-06,semi-finished bread,Wednesday,Wednesday,May,False
3613,2015-06-05,roll products ,Friday,Friday,June,False
3152,2015-11-24,processed cheese,Tuesday,Tuesday,November,False
4187,2015-10-28,dessert,Wednesday,Wednesday,October,False
2001,2015-03-03,whole milk,Tuesday,Tuesday,March,False
1584,2015-01-26,dessert,Monday,Monday,January,False
1475,2015-03-28,domestic eggs,Saturday,Saturday,March,True
4942,2015-08-06,cocoa drinks,Thursday,Thursday,August,False
2083,2015-11-07,sweet spreads,Saturday,Saturday,November,True
4685,2015-08-27,pickled vegetables,Thursday,Thursday,August,False
2070,2015-03-24,other vegetables,Tuesday,Tuesday,March,False
2657,2015-04-01,bottled water,Wednesday,Wednesday,April,False
4012,2015-04-04,ice cream,Saturday,Saturday,April,True
2698,2015-01-24,chewing gum,Saturday,Saturday,January,True
2222,2015-12-28,coffee,Monday,Monday,December,False
2421,2015-10-27,frozen vegetables,Tuesday,Tuesday,October,False
2410,2015-11-21,rolls/buns,Saturday,Saturday,November,True
3036,2015-07-12,chewing gum,Sunday,Sunday,July,True
2465,2015-12-27,detergent,Sunday,Sunday,December,True
1366,2015-05-29,cake bar,Friday,Friday,May,False
2230,2015-05-28,chocolate,Thursday,Thursday,May,False
1206,2015-05-15,whole milk,Friday,Friday,May,False
3690,2015-04-24,yogurt,Friday,Friday,April,False
3620,2015-06-18,specialty chocolate,Thursday,Thursday,June,False
4759,2015-02-20,artif. sweetener,Friday,Friday,February,False
3543,2015-10-11,frozen meals,Sunday,Sunday,October,True
2792,2015-07-29,rolls/buns,Wednesday,Wednesday,July,False
2433,2015-08-23,vinegar,Sunday,Sunday,August,True
4941,2015-01-15,domestic eggs,Thursday,Thursday,January,False
3547,2015-10-07,hard cheese,Wednesday,Wednesday,October,False
1290,2015-04-24,frozen meals,Friday,Friday,April,False
4207,2015-08-28,white bread,Friday,Friday,August,False
2107,2015-03-01,brown bread,Sunday,Sunday,March,True
3050,2015-03-11,yogurt,Wednesday,Wednesday,March,False
3814,2015-07-21,UHT-milk,Tuesday,Tuesday,July,False
4875,2015-09-13,cat food,Sunday,Sunday,September,True
3691,2015-08-08,liquor (appetizer),Saturday,Saturday,August,True
2433,2015-03-14,brown bread,Saturday,Saturday,March,True
4757,2015-01-09,mayonnaise,Friday,Friday,January,False
1407,2015-04-29,bottled beer,Wednesday,Wednesday,April,False
1240,2015-04-14,frozen fish,Tuesday,Tuesday,April,False
1792,2015-08-15,grapes,Saturday,Saturday,August,True
4486,2015-11-09,whole milk,Monday,Monday,November,False
1757,2015-06-15,sweet spreads,Monday,Monday,June,False
2186,2015-07-01,brown bread,Wednesday,Wednesday,July,False
3752,2015-04-15,specialty chocolate,Wednesday,Wednesday,April,False
3688,2015-10-23,frozen dessert,Friday,Friday,October,False
4676,2015-01-15,shopping bags,Thursday,Thursday,January,False
2142,2015-06-25,hard cheese,Thursday,Thursday,June,False
4939,2015-06-29,curd,Monday,Monday,June,False
1806,2015-07-06,cream cheese ,Monday,Monday,July,False
2086,2015-03-09,root vegetables,Monday,Monday,March,False
2689,2015-04-30,bottled water,Thursday,Thursday,April,False
2560,2015-11-26,berries,Thursday,Thursday,November,False
2393,2015-04-17,frozen dessert,Friday,Friday,April,False
1669,2015-08-19,domestic eggs,Wednesday,Wednesday,August,False
3500,2015-04-21,specialty bar,Tuesday,Tuesday,April,False
1213,2015-03-03,brown bread,Tuesday,Tuesday,March,False
4598,2015-11-18,mustard,Wednesday,Wednesday,November,False
1404,2015-05-03,tropical fruit,Sunday,Sunday,May,True
1758,2015-02-26,shopping bags,Thursday,Thursday,February,False
1265,2015-03-07,pastry,Saturday,Saturday,March,True
1006,2015-06-14,rolls/buns,Sunday,Sunday,June,True
2779,2015-10-17,other vegetables,Saturday,Saturday,October,True
4457,2015-09-03,pip fruit,Thursday,Thursday,September,False
2532,2015-07-06,flour,Monday,Monday,July,False
2811,2015-02-23,jam,Monday,Monday,February,False
4004,2015-05-10,soda,Sunday,Sunday,May,True
1737,2015-05-09,domestic eggs,Saturday,Saturday,May,True
3266,2015-10-25,pastry,Sunday,Sunday,October,True
4981,2015-01-10,frozen vegetables,Saturday,Saturday,January,True
1934,2015-08-06,whipped/sour cream,Thursday,Thursday,August,False
2512,2015-01-19,canned fish,Monday,Monday,January,False
3400,2015-03-04,soda,Wednesday,Wednesday,March,False
4301,2015-05-01,yogurt,Friday,Friday,May,False
2997,2015-12-30,whole milk,Wednesday,Wednesday,December,False
1098,2015-08-05,canned beer,Wednesday,Wednesday,August,False
2208,2015-07-30,soda,Thursday,Thursday,July,False
3672,2015-05-28,beverages,Thursday,Thursday,May,False
3651,2015-01-24,oil,Saturday,Saturday,January,True
3957,2015-05-15,shopping bags,Friday,Friday,May,False
2986,2015-01-11,whipped/sour cream,Sunday,Sunday,January,True
4433,2015-05-25,fruit/vegetable juice,Monday,Monday,May,False
3822,2015-05-27,candy,Wednesday,Wednesday,May,False
4588,2015-04-30,white wine,Thursday,Thursday,April,False
2117,2015-05-02,frozen vegetables,Saturday,Saturday,May,True
3819,2015-04-12,beverages,Sunday,Sunday,April,True
1884,2015-12-11,domestic eggs,Friday,Friday,December,False
3046,2015-03-31,yogurt,Tuesday,Tuesday,March,False
3228,2015-01-26,butter milk,Monday,Monday,January,False
2251,2015-06-23,specialty chocolate,Tuesday,Tuesday,June,False
2368,2015-11-11,sugar,Wednesday,Wednesday,November,False
2573,2015-01-03,candy,Saturday,Saturday,January,True
4701,2015-04-30,dental care,Thursday,Thursday,April,False
4384,2015-05-25,oil,Monday,Monday,May,False
1998,2015-05-18,canned vegetables,Monday,Monday,May,False
4583,2015-02-23,bottled water,Monday,Monday,February,False
2043,2015-04-21,fruit/vegetable juice,Tuesday,Tuesday,April,False
2201,2015-05-22,rolls/buns,Friday,Friday,May,False
3922,2015-08-28,cream cheese ,Friday,Friday,August,False
2636,2015-09-11,chewing gum,Friday,Friday,September,False
1092,2015-07-27,bottled water,Monday,Monday,July,False
2711,2015-09-13,rolls/buns,Sunday,Sunday,September,True
3899,2015-04-22,yogurt,Wednesday,Wednesday,April,False
4372,2015-07-30,margarine,Thursday,Thursday,July,False
4576,2015-08-05,canned fish,Wednesday,Wednesday,August,False
4953,2015-10-10,newspapers,Saturday,Saturday,October,True
4692,2015-10-27,sweet spreads,Tuesday,Tuesday,October,False
2625,2015-04-08,other vegetables,Wednesday,Wednesday,April,False
2394,2015-08-30,soda,Sunday,Sunday,August,True
4277,2015-02-18,newspapers,Wednesday,Wednesday,February,False
3170,2015-01-17,brown bread,Saturday,Saturday,January,True
